,topic,terms,size
0,-1,"[('prf', 9.447809265190253e-05), ('prs', 9.054050433202528e-05), ('978', 8.479304672492882e-05), ('indb', 8.31893004548812e-05), ('pfv', 8.284542093629245e-05), ('mandel', 8.17481414561527e-05), ('3sg', 8.125268704871191e-05), ('yeltsin', 8.089761673215589e-05), ('estonian', 7.917964437427564e-05), ('kgb', 7.911561838464371e-05), ('gorky', 7.894460093717427e-05), ('acc', 7.76276404101025e-05), ('fascinating', 7.759810349646377e-05), ('œœ', 7.733678380589364e-05), ('armenia', 7.73211143318311e-05), ('platonov', 7.686045845478038e-05), ('447', 7.668972655310714e-05), ('babel', 7.603095658055502e-05), ('azerbaijan', 7.576424288142821e-05), ('uzbek', 7.497198964272508e-05), ('tsin', 7.486520957110579e-05), ('shtam', 7.483541039848065e-05), ('kazan', 7.446117153929034e-05), ('bulgakov', 7.420630697810693e-05), ('monograph', 7.409742797593562e-05), ('gor', 7.383603526923232e-05), ('insights', 7.383118747419622e-05), ('uzbekistan', 7.331884155792151e-05), ('dance', 7.288290422398288e-05), ('gold', 7.271188054741632e-05), ('translator', 7.268210016664552e-05), ('impressive', 7.259165039117916e-05), ('islamic', 7.249816450414041e-05), ('bal', 7.234880034376115e-05), ('siberian', 7.21820006687293e-05), ('kazakh', 7.211366056296197e-05), ('como', 7.186974969240582e-05), ('hatte', 7.179062839722171e-05), ('explores', 7.14275746364358e-05), ('convincing', 7.111544420060845e-05), ('trials', 7.108053902512669e-05), ('welcome', 7.084010991717308e-05), ('careful', 7.07288284428821e-05), ('genres', 7.067308699190767e-05), ('unions', 7.060289181629456e-05), ('musical', 7.057125845678217e-05), ('pra', 7.051252328564491e-05), ('sakha', 7.042605613122572e-05), ('perestroika', 7.008627703626102e-05), ('shostakovich', 7.002064566186211e-05), ('tica', 6.990748896741557e-05), ('ptcp', 6.980325611233824e-05), ('draws', 6.957277228406418e-05), ('reign', 6.941315013230857e-05), ('thorough', 6.940356389284958e-05), ('fr', 6.938228022363734e-05), ('politburo', 6.937432252356993e-05), ('opera', 6.936263602090679e-05), ('tolstoi', 6.932634838290635e-05), ('mont', 6.932419017952636e-05), ('japanese', 6.932068030046435e-05), ('steppe', 6.92584593718762e-05), ('deals', 6.916601710727456e-05), ('depth', 6.910686635819093e-05), ('cornies', 6.891326103776383e-05), ('unfortunately', 6.88474523313979e-05), ('cpsu', 6.869610376616704e-05), ('pieces', 6.863313949333715e-05), ('insight', 6.858486872565399e-05), ('chronicle', 6.858477820117999e-05), ('carefully', 6.858407733224887e-05), ('fine', 6.848830844409794e-05), ('romanians', 6.844517051028237e-05), ('ranging', 6.841470264708721e-05), ('tatars', 6.840148128211685e-05), ('analytical', 6.837457015475412e-05), ('armenian', 6.833302287723022e-05), ('repression', 6.828164074163896e-05), ('turkic', 6.822378888071154e-05), ('reviewer', 6.822101470891258e-05), ('wa', 6.811081300600637e-05), ('petrograd', 6.809579907869434e-05), ('marx', 6.807421748424277e-05), ('karabakh', 6.804888705018782e-05), ('stalinism', 6.802768628047431e-05), ('surveys', 6.799471224754581e-05), ('voters', 6.79119705500246e-05), ('famine', 6.78336873275583e-05), ('conquest', 6.778686045822627e-05), ('brezhnev', 6.777556708535718e-05), ('surely', 6.773926099231101e-05), ('accessible', 6.769412217184514e-05), ('defi', 6.768127792722604e-05), ('beria', 6.76565445989276e-05), ('sofia', 6.76109630868986e-05), ('sus', 6.759749881429365e-05), ('thesis', 6.759579766913984e-05), ('errors', 6.758596311838634e-05), ('concluding', 6.755053028238337e-05), ('informative', 6.753863290633452e-05), ('muslims', 6.74558883789517e-05), ('una', 6.744720686204698e-05), ('wage', 6.740423946508842e-05), ('marxist', 6.735365767670942e-05), ('marxism', 6.73521792097002e-05), ('introductory', 6.731634150383331e-05), ('lermontov', 6.72553788135305e-05), ('para', 6.722218595224967e-05), ('russo', 6.719342946017442e-05), ('tatar', 6.713241101340286e-05), ('addresses', 6.706929538336792e-05), ('resource', 6.703248315220495e-05), ('ek', 6.70258760839297e-05), ('explore', 6.700525599743104e-05), ('odessa', 6.694696051641808e-05), ('helpful', 6.691982128412294e-05), ('diverse', 6.685175703825047e-05), ('traces', 6.685005208948718e-05), ('volga', 6.682257152416834e-05), ('waren', 6.675855868214365e-05), ('biographical', 6.671835379880635e-05), ('beliefs', 6.670165018685009e-05), ('historiography', 6.667133325224138e-05), ('supreme', 6.665961908299574e-05), ('managers', 6.665893320236037e-05), ('coverage', 6.664978536737749e-05), ('peasantry', 6.663731421509488e-05), ('considers', 6.66179609315894e-05), ('islam', 6.658515636258721e-05), ('novgorod', 6.652320570456823e-05), ('occasionally', 6.649660235238738e-05), ('infl', 6.648319257967999e-05), ('fresh', 6.644477337818598e-05), ('scientists', 6.641041408439409e-05), ('aside', 6.639654640747414e-05), ('fair', 6.635687710378809e-05), ('totalitarian', 6.63567049557233e-05), ('belarusian', 6.629698634807145e-05), ('researched', 6.629336151022345e-05), ('alcohol', 6.625006663628508e-05), ('capitalist', 6.616117273532286e-05), ('covers', 6.615687322859056e-05), ('team', 6.614874111607991e-05), ('heroes', 6.613308131507697e-05), ('glasnost', 6.612115726969439e-05), ('seer', 6.594021992332708e-05), ('modest', 6.582898179988408e-05), ('remarkable', 6.58215916223856e-05), ('readings', 6.581367766545363e-05), ('intelligence', 6.577242125354181e-05), ('authoritarian', 6.576951013412464e-05), ('brings', 6.576562030134136e-05), ('merchants', 6.575880994456948e-05), ('commentary', 6.574414570123718e-05), ('eye', 6.570505009810037e-05), ('armenians', 6.570486888108779e-05), ('chronological', 6.56804757763602e-05), ('folklore', 6.56332969269141e-05), ('preface', 6.5622561102095e-05), ('personality', 6.56100237406592e-05), ('notions', 6.560665572748602e-05), ('presentation', 6.557747112577213e-05), ('mr', 6.551580288761726e-05), ('cult', 6.550413241086591e-05), ('iran', 6.546196855883471e-05), ('engaging', 6.541423677411227e-05), ('crown', 6.540188522764075e-05), ('notably', 6.537006660533767e-05), ('reception', 6.53650177633485e-05), ('arguing', 6.534382675684257e-05), ('sixteenth', 6.530282207609625e-05), ('focusing', 6.527554336814945e-05), ('showing', 6.525085731322611e-05), ('trotsky', 6.521851289321662e-05), ('likewise', 6.521831491097587e-05), ('exploration', 6.519617820327353e-05), ('broadly', 6.518856803658966e-05), ('diplomatic', 6.517426227892857e-05), ('kyrgyzstan', 6.51630720360668e-05), ('aleksei', 6.514250446614099e-05), ('07', 6.513234548747112e-05), ('agrarian', 6.512468046326613e-05), ('discusses', 6.511766781805217e-05), ('coup', 6.511185082809181e-05), ('kg', 6.51028353869233e-05), ('poli', 6.505196287987353e-05), ('bucharest', 6.503585444625227e-05), ('refl', 6.50311199799854e-05), ('covered', 6.502008396826805e-05), ('interpretations', 6.496943465373684e-05), ('examining', 6.495990263710585e-05), ('wealth', 6.493289091138401e-05), ('postcommunist', 6.491563948071557e-05), ('bureaucracy', 6.490592460804852e-05), ('composer', 6.489607760895709e-05), ('shaped', 6.487784678609382e-05), ('greatly', 6.487407746127594e-05), ('arrested', 6.48551280148643e-05), ('apparatus', 6.482616460444602e-05), ('overview', 6.48126266946639e-05)]",24875
1,40,"[('feminist', 0.0011162545925959028), ('feminism', 0.0008541181270434701), ('trafficking', 0.0008249910574199124), ('papa', 0.0007991784647796453), ('mama', 0.000676267009519588), ('gay', 0.0006493947654466062), ('feminists', 0.0005877486327662159), ('girls', 0.0005867847060355505), ('lesbian', 0.0005822914619664963), ('husband', 0.0005792702414564191), ('mothers', 0.0005574397070280259), ('sisters', 0.0005567116358061835), ('yesterday', 0.0005525606004794744), ('dowry', 0.0005384093301408002), ('zhenotdel', 0.0005281668819905811), ('daughter', 0.0005226345645191443), ('sex', 0.0005183028659109799), ('daughters', 0.0005159372087610689), ('married', 0.0005074827288158516), ('husbands', 0.000487592564454594), ('divorce', 0.00048506096936926584), ('sexuality', 0.000481976789768904), ('pokrovskaia', 0.00047678160938692505), ('prostitution', 0.0004766222140931065), ('rosslyn', 0.00046272315926434803), ('motherhood', 0.0004603170498799255), ('khaia', 0.00046011996062903274), ('marriage', 0.00045116257059450596), ('parnok', 0.0004474888815390332), ('heroine', 0.0004460790454104362), ('sonya', 0.000445089137675076), ('traders', 0.00044439459777600407), ('metropolita', 0.00044174622657594656), ('unip', 0.0004368172631569554), ('cbwm', 0.00043115873300863047), ('masha', 0.0004302342420993536), ('uncle', 0.00042686078062599797), ('germann', 0.00041868504744165154), ('zambia', 0.0004153409023236496), ('sister', 0.0004119685089860598), ('chorb', 0.0004105974541891811), ('zagajewski', 0.000407409697910099), ('goscilo', 0.0004038579300376576), ('widf', 0.0004032788638904494), ('patriarchal', 0.0003942604276055807), ('charskaia', 0.00039202622143304206), ('pavlova', 0.000391006129587471), ('labzina', 0.0003907755081248758), ('nadezhda', 0.0003847408064507475), ('zambian', 0.0003765974846203266), ('gendered', 0.0003756105014812084), ('feminine', 0.00036379242621325966), ('wives', 0.000362368081356515), ('lidiia', 0.00035325220146380216), ('mariia', 0.00035066778757709136), ('widows', 0.0003499368863766129), ('widow', 0.00034781873723415036), ('girl', 0.00034588943809097235), ('stepanovna', 0.0003411660501021963), ('lagadinova', 0.0003341066097954712), ('zhenskii', 0.0003304724295994564), ('szembek', 0.00032849288818534883), ('marry', 0.00032639754258378484), ('shuttle', 0.0003261396490981907), ('lara', 0.0003259606863198791), ('engel', 0.0003226272309381752), ('kankasa', 0.0003223799784870646), ('homosexuality', 0.0003195991080139741), ('khvoshchinskaia', 0.0003190501483784164), ('petrushevskaia', 0.00031859527248873586), ('natasha', 0.0003166205266596969), ('prostitutes', 0.00031633039681667737), ('maternal', 0.0003155203333633706), ('grandmother', 0.0003140542252340682), ('siç', 0.00031268164718016524), ('countess', 0.00031250313499326906), ('trafficked', 0.00031114821376630915), ('vanya', 0.0003110288908214681), ('downstage', 0.0003096071408641736), ('merezhkovsky', 0.0003022909134509426), ('femininity', 0.0003019509031551717), ('sonechka', 0.00030130468974461127), ('tsvetaeva', 0.0003001140675712883), ('antonina', 0.00029910316092094443), ('bride', 0.00029553454713924436), ('widowed', 0.00029368998605035907), ('sexual', 0.0002935766112579542), ('porn', 0.0002928454252934993), ('tur', 0.00029221131384094006), ('polion', 0.00029114712867795486), ('abortion', 0.00029103328537737543), ('valentina', 0.00029002525907348165), ('roles', 0.0002890820786070751), ('equality', 0.0002885169320903148), ('heroines', 0.0002882368798932316), ('attwood', 0.00028755774215122044), ('komarovskij', 0.0002846044965728323), ('ladies', 0.0002840012022575242), ('marina', 0.00027797773626853187), ('alcohol', 0.0002769072962187634), ('niki', 0.00027508757865721896), ('zhenshchin', 0.0002739788081999621), ('clements', 0.00027261742793709766), ('gheith', 0.0002721309178452771), ('convent', 0.0002715634630204739), ('živago', 0.0002703648020764344), ('fandango', 0.000268828356399666), ('urusova', 0.00026812156708065757), ('nose', 0.00026778546614579556), ('barbara', 0.0002677785810286792), ('greene', 0.0002674336752650221), ('mrs', 0.0002667501114639984), ('princess', 0.0002640302401618438), ('pilniak', 0.00026363824393669475), ('memoir', 0.0002630813799022094), ('uspensky', 0.00026232212578072416), ('criminologists', 0.00026161927404550465), ('kelly', 0.00025664054291926525), ('magazines', 0.00025627133041690193), ('sic', 0.0002562327225549093), ('sokol', 0.0002554406551326087), ('elena', 0.000254817724412456), ('kovalyov', 0.0002545627041784268), ('estates', 0.0002544909206996184), ('devil', 0.0002515228531556322), ('evening', 0.0002508838124159772), ('holmgren', 0.00025026763303545563), ('seagull', 0.0002501724503008431), ('zinaida', 0.00025016145876458816), ('pugachev', 0.00024991316481091285), ('ruthchild', 0.00024977379073558764), ('tatiana', 0.0002492066046827634), ('doctor', 0.00024870674937487754), ('brexunov', 0.00024760012092539123), ('metropolity', 0.00024601410340215416), ('diaries', 0.00024499967675971313), ('buckley', 0.00024324529915010189), ('zhukova', 0.00024155866822422374), ('wedding', 0.00024102165737543413), ('grandfather', 0.00024076180896813337), ('morozova', 0.0002389350557482517), ('krysta', 0.00023824427223655308), ('estate', 0.0002379566462151059), ('orchard', 0.00023772594462753179), ('drink', 0.0002370260444123292), ('femen', 0.00023698189645216704), ('lover', 0.00023689106232276338), ('maternity', 0.0002347763291542775), ('aunt', 0.00023468129683664837), ('heldt', 0.00023309155258778683), ('wendy', 0.00023302729454606177), ('mandelstam', 0.00023192256004792898), ('rabotnitsa', 0.00023168074379716473), ('zoya', 0.00023155829678591034), ('tomorrow', 0.00023145917630195968), ('tanya', 0.00023139038037945706), ('loved', 0.00023089770387097069), ('alēša', 0.00023072689165328034), ('childhood', 0.00023068043514272804), ('pomest', 0.0002301276673113549), ('bunina', 0.00022993738260196142), ('cecily', 0.0002292037076905975), ('queer', 0.00022886841912555457), ('remarry', 0.00022815391410739778), ('marital', 0.00022744468170978908), ('monastic', 0.0002257948480385695), ('spades', 0.00022576419099229044), ('preissov', 0.00022564020064960038), ('masculine', 0.00022444717959037072), ('sofia', 0.00022420979985837813), ('dinner', 0.00022204972964936872), ('zirin', 0.0002217756672046623), ('anelia', 0.000221269483875756), ('cherry', 0.00022126132300458946), ('lesbians', 0.00022093806894906014), ('monasteries', 0.0002195627196172888), ('nina', 0.00021894031535076207), ('drinking', 0.00021842099746603524), ('remarriage', 0.0002183986106800576), ('upbringing', 0.0002181736714356322), ('patriarchy', 0.00021766681884231282), ('pauline', 0.0002159279110849102), ('wom', 0.0002158946034823977), ('beauty', 0.00021569098647682247), ('lady', 0.00021501317381437344), ('happy', 0.00021483624321982721), ('happiness', 0.00021377896831028409), ('blavatskaia', 0.0002130956483655889), ('activism', 0.00021170508821178179), ('julie', 0.00021151922410438942), ('reproductive', 0.000209872150207412), ('nairobi', 0.0002096408591570022), ('dimitrijevic', 0.00020927266170898783), ('autobiography', 0.00020890775322640997), ('durcheva', 0.00020867106554106382), ('legislators', 0.00020849975389852413), ('dymov', 0.00020847260787764196), ('pozdnyshev', 0.0002083292142308788), ('olga', 0.00020680773176852643), ('liubov', 0.00020664043916748297)]",1022
2,91,"[('michell', 0.0024241268580711796), ('corporal', 0.0010287607035023973), ('delicious', 0.0005293415522175168), ('abolition', 0.0005244172871747081), ('mikoian', 0.0004892137439323587), ('punishment', 0.0004824297312737951), ('inquisitor', 0.0004511168263246238), ('l2', 0.0004506325514528638), ('cookbook', 0.0004492650407852328), ('herzen', 0.0004443611853299113), ('punishments', 0.000426880628394463), ('pantomime', 0.0004075538099735234), ('dostoyevsky', 0.0003846490885379149), ('buryat', 0.0003660204571495977), ('murray', 0.0003615175775221931), ('multidirectional', 0.00035838070779319417), ('learners', 0.0003555610822997395), ('slovakaid', 0.0003353473810156646), ('milosz', 0.0003317548534495571), ('unidirectional', 0.0003290875863254715), ('disagree', 0.00031716416236673555), ('exercises', 0.0003147255218738513), ('nls', 0.00031123345085380373), ('informative', 0.0003017088818537951), ('fascinating', 0.0003009814631898811), ('serfdom', 0.0002944471023426862), ('readings', 0.00029178776902582057), ('cream', 0.0002907490453195004), ('quotations', 0.00028979692067703866), ('bryson', 0.00028722043277137357), ('presidency', 0.00028416358353007006), ('morson', 0.0002777110907612389), ('pomorska', 0.0002775723741603044), ('wallace', 0.00027453207900020863), ('illuminating', 0.000273738966694285), ('marcade', 0.00027359138506758443), ('introductory', 0.00027287952501662096), ('randall', 0.0002726762868315203), ('stimulating', 0.00026967728988221265), ('culinary', 0.0002688675043812571), ('intertextuality', 0.000267830857945023), ('rumnev', 0.0002664251564670576), ('axmatova', 0.00026557898380931086), ('specialist', 0.0002650898623189125), ('monograph', 0.0002642453065641082), ('tolstoi', 0.0002636004288998763), ('mahbubani', 0.0002629504447585949), ('galich', 0.00025966249484442354), ('translators', 0.0002595980750566446), ('healthy', 0.0002593073064669794), ('admirably', 0.000259208580471562), ('emerson', 0.0002585200371594827), ('proficient', 0.0002581144754011543), ('dialogues', 0.00025800210224350746), ('izmirlieva', 0.00025708429288298786), ('welcome', 0.00025598876803141696), ('leighton', 0.00025595600041916037), ('proprietors', 0.00025382533416754016), ('insights', 0.0002526209354479237), ('karamazov', 0.00025204232116388765), ('zabolotskii', 0.0002510103554189762), ('turgenev', 0.0002505275785329955), ('translator', 0.0002499998311736719), ('indexes', 0.0002484062701995524), ('markedness', 0.0002475400849394395), ('makanin', 0.0002473454856085408), ('kennan', 0.00024103818388838011), ('polonskaja', 0.00023939246193413637), ('biographical', 0.00023857581734331798), ('trifonov', 0.00023834581507822098), ('wachtel', 0.00023834001580082554), ('rayfield', 0.00023775302406753922), ('charyn', 0.00023736313197064064), ('onegin', 0.00023725421934975543), ('dostoevskii', 0.00023716107358913216), ('pishchepromizdat', 0.00023711999780112836), ('hcpp', 0.00023711999780112836), ('convincing', 0.0002367759792053009), ('paperback', 0.0002358074696163013), ('lolita', 0.0002346212534534808), ('seer', 0.0002331264868415221), ('handbook', 0.00023191643357350138), ('deserves', 0.00023154461740093052), ('fine', 0.00023119014918619304), ('entries', 0.00023117400549552733), ('cookbooks', 0.00023107729478219675), ('cornwall', 0.00023101268926383018), ('jsl', 0.00023079143535226945), ('cuisine', 0.00022925316260164695), ('briggs', 0.0002281670413406517), ('naiman', 0.00022760428211735572), ('variances', 0.00022611140176942307), ('chronological', 0.00022487639334220632), ('i989', 0.00022481703059223175), ('novels', 0.0002243558168020759), ('krziwon', 0.00022414522105252283), ('i990', 0.00022397016310543496), ('anglo', 0.00022377608378509935), ('revenues', 0.00022322703761783473), ('appendices', 0.00022299026734380465), ('coexistence', 0.0002212624130659979), ('mandelstam', 0.00022024078991462277), ('saunders', 0.00022001268938785524), ('radnitz', 0.0002185519056691673), ('textbook', 0.00021805435100355432), ('nankov', 0.0002179413097838785), ('surely', 0.0002177197653163956), ('annotated', 0.00021722525237672906), ('loftus', 0.0002170288770417636), ('petrovic', 0.00021623649059788336), ('przybyszewska', 0.0002156833922789517), ('comic', 0.00021556061140540547), ('classics', 0.00021512622498515453), ('raskolnikov', 0.00021458890647686602), ('40808', 0.0002145129898182396), ('deaf', 0.0002141294136464434), ('reviewer', 0.00021275755371599403), ('proficiency', 0.0002123453884559196), ('plates', 0.00021218394313578918), ('zoshchenko', 0.00021152844192501814), ('challenging', 0.00021099843938881253), ('bakhtin', 0.00021045044081777344), ('subtexts', 0.00021030274528939988), ('researched', 0.000209377010642556), ('shore', 0.00020924782037514997), ('thorough', 0.00020869558643782214), ('helpful', 0.0002086279797555574), ('mackenzie', 0.00020819274415960327), ('admirable', 0.00020709394310973627), ('invaluable', 0.0002067039271568279), ('oeuvre', 0.0002066371734033567), ('thematic', 0.00020632353560564337), ('chitnis', 0.00020580958456837238), ('motion', 0.000205134138180492), ('pieces', 0.00020497242190603305), ('titles', 0.0002047954358600192), ('race', 0.00020404791313753025), ('foodways', 0.00020394844627482836), ('anthology', 0.0002034554010266641), ('accessible', 0.00020298150749069698), ('unwilling', 0.00020182010238882711), ('excellent', 0.00020150969256881835), ('economakis', 0.00020145039983950343), ('stylistic', 0.00020143161171296887), ('readable', 0.00020103136475085504), ('filippova', 0.0002001801216587954), ('retranslations', 0.00019968739992002756), ('covers', 0.00019936426931550184), ('fresh', 0.00019934612721449543), ('accuracy', 0.0001983106208801292), ('racial', 0.0001981443687294959), ('intriguing', 0.00019787053086543747), ('beccaria', 0.00019786325873788789), ('corporatism', 0.0001978111446284536), ('careful', 0.0001977732408156009), ('evreinov', 0.00019745255179528292), ('ice', 0.0001970290422338026), ('hutchings', 0.0001968778252806343), ('insightful', 0.00019649133856664683), ('protesters', 0.00019607258112779892), ('kodin', 0.000195630801546413), ('reception', 0.0001955990970615248), ('presentation', 0.0001944882715773061), ('vasilenko', 0.00019434478664085412), ('interpretations', 0.00019352576283874018), ('mute', 0.0001934882504086034), ('video', 0.00019306344420514483), ('manages', 0.00019298444452228803), ('narskii', 0.00019297835681860668), ('deals', 0.00019291441230760709), ('vrkljan', 0.00019272450882515095), ('fusso', 0.0001926496207402403), ('sinyavsky', 0.00019213903166703832), ('americans', 0.00019176451632586734), ('impressive', 0.00019148390154030543), ('chronology', 0.00019129854124130366), ('glossary', 0.00019125266842810152), ('i99i', 0.00019119473993917154), ('subtle', 0.0001909969459772796), ('rightly', 0.00019097335231541191), ('obecnd', 0.00019085858639956985), ('leatherbarrow', 0.00019074348425110346), ('occasionally', 0.000190669920797123), ('dostoevskian', 0.00018996261175122155), ('lucid', 0.00018989083657776535), ('leskov', 0.0001895033313813176), ('whatley', 0.00018949184944301998), ('motifs', 0.00018949026868418002), ('alyosha', 0.00018918297532230597), ('kelly', 0.0001890342770191365), ('convincingly', 0.00018876953929129202), ('guide', 0.0001885408322229841), ('zossima', 0.00018810225036375726), ('ranging', 0.00018786016795181173), ('kayiatos', 0.0001878217462561392), ('editing', 0.00018733724691697435), ('enlightening', 0.00018677288920594285), ('merits', 0.00018673417185959286), ('spartak', 0.00018624554197677756), ('lermontov', 0.00018580605347615946)]",1006
3,69,"[('medzina', 0.0006456991930124587), ('rodne', 0.0006329019351130447), ('eú', 0.0006289916052038925), ('zky', 0.0006278285990636187), ('ota', 0.0005922544345868778), ('alebo', 0.0005839030132078587), ('ktoré', 0.0005782772359727625), ('medzi', 0.0005643515526624931), ('bude', 0.0005494661992587049), ('štátov', 0.0005474108320837404), ('sú', 0.0005452934739428102), ('však', 0.0005372691396426901), ('krajin', 0.0005020858724908981), ('či', 0.0004958956884798389), ('podia', 0.0004909930839806805), ('politiky', 0.0004904507369844396), ('európskej', 0.0004900491218499866), ('jeho', 0.00048593372216532816), ('ktorý', 0.000482913797168702), ('ktorá', 0.0004813526434838142), ('už', 0.0004798403842263088), ('krajiny', 0.00047957613256062123), ('európy', 0.00047273959099589324), ('byť', 0.0004690577462138375), ('má', 0.00046096172955123325), ('rámci', 0.0004568496606074014), ('čo', 0.0004555582064208494), ('štátu', 0.00045215963950900954), ('bezpečnosti', 0.0004509686805961963), ('aby', 0.00045060326606652054), ('tohto', 0.0004454218928869976), ('štát', 0.0004454173539831806), ('bola', 0.00044384028722535036), ('tejto', 0.0004423376145582415), ('bolo', 0.0004335921210055716), ('štáty', 0.0004328656030909094), ('sr', 0.00042502732333511386), ('boli', 0.00042270404493385897), ('práva', 0.0004212705550179982), ('tento', 0.0004196118057074098), ('zbraní', 0.0004074735752516667), ('týchto', 0.0003933824774053456), ('roku', 0.00039153618832243463), ('spolupráce', 0.00039028186357410516), ('strednej', 0.00038970350111741214), ('tieto', 0.0003892965591240315), ('otázky', 0.00038216118002888606), ('zo', 0.0003803357779488866), ('strany', 0.00037872314133712817), ('případe', 0.0003760638205283854), ('jej', 0.00037244224401177504), ('oblasti', 0.0003704944867808174), ('slovensko', 0.00036906510177421044), ('vzťahov', 0.00036614368448082947), ('republiky', 0.00036577131035451404), ('slovenskej', 0.0003645329578945666), ('slovenska', 0.00035969136893588746), ('chemických', 0.00035780901854833957), ('proti', 0.00035778258970404396), ('až', 0.0003544361077291105), ('toho', 0.00035291632704762395), ('práv', 0.0003528849714339748), ('može', 0.00035096456021728613), ('tomto', 0.0003470137385513374), ('rokov', 0.0003456372569259478), ('ale', 0.0003414224733492688), ('svoje', 0.00034066238207154886), ('všetky', 0.0003387386483407503), ('všetkých', 0.000337726911125112), ('európe', 0.00033741816559051507), ('obse', 0.00033675515168916074), ('základe', 0.0003342922057550091), ('ked', 0.000333543304687546), ('politické', 0.00033324364072521284), ('najmä', 0.00033258580307338447), ('pře', 0.00033148163817843735), ('tým', 0.00033031300085939024), ('iba', 0.000329652326641732), ('len', 0.0003243910984540742), ('preto', 0.0003239592279371528), ('rusko', 0.0003236431505006343), ('pod', 0.0003233333599252714), ('vlády', 0.0003224205046054577), ('systému', 0.0003223834053631193), ('politických', 0.00032202415791313365), ('únie', 0.0003184713870866618), ('možné', 0.0003183800850608999), ('ak', 0.0003155997877908696), ('zmluvný', 0.0003155183731554614), ('pomoci', 0.00031438333854898057), ('dohovoru', 0.00031426106606481506), ('súlade', 0.0003124199605955401), ('možno', 0.0003106179494787399), ('ani', 0.0003099979578738741), ('táto', 0.0003096759372594596), ('skupiny', 0.0003094063404958325), ('musí', 0.00030841002342071086), ('velmi', 0.0003065897105986431), ('ruska', 0.0003047164335812244), ('medzinárodné', 0.0003046805588319972), ('budú', 0.00030432437009169624), ('analýzy', 0.00030220157019846764), ('členských', 0.00030156834560418746), ('tzv', 0.0003007366389526225), ('viae', 0.0003004907087781854), ('voči', 0.00030001238141897805), ('štúdie', 0.0002986540908033578), ('úvahy', 0.00029384368403878515), ('právo', 0.0002935019614518767), ('vztahy', 0.00029304262308322085), ('majů', 0.00029275698028224695), ('predovšetkým', 0.0002915114416225555), ('ešte', 0.0002915002002625765), ('potřebné', 0.00029103846359826495), ('okrem', 0.0002907772931619593), ('při', 0.000288932730237054), ('zároveň', 0.0002887912300117019), ('kde', 0.00028878560344794044), ('právě', 0.000286611926678293), ('pomoc', 0.0002858327496236291), ('východnej', 0.0002856276973563445), ('druhej', 0.0002841692421142551), ('vývoj', 0.0002840830020245655), ('proces', 0.00028398450403264975), ('kbse', 0.00028395670454139227), ('európska', 0.00028395000592043877), ('iných', 0.0002824185739348213), ('ktorých', 0.00028150861230636477), ('pri', 0.00028049052678226304), ('bez', 0.00027974134930514966), ('bezpečnostnej', 0.00027944283987636184), ('nej', 0.00027922398233144453), ('časti', 0.0002787100735288184), ('medzinárodných', 0.0002781350594331506), ('význam', 0.0002779792257339217), ('spoločnosti', 0.0002775783863188278), ('pred', 0.00027699686412628073), ('rozpravy', 0.00027638284226180927), ('dohody', 0.0002759977495492105), ('období', 0.0002755429757868614), ('vrátane', 0.00027375563117651815), ('tomu', 0.00027349279758814626), ('zahraničnej', 0.0002732151590009722), ('vojny', 0.000273162151868834), ('nil', 0.0002726234859616111), ('rady', 0.00027175976545162304), ('zmluvy', 0.00027121868587683714), ('článku', 0.0002710678694145245), ('třeba', 0.00027098561386693353), ('úrovni', 0.0002709622082641857), ('politickej', 0.00026850314325059564), ('svojich', 0.00026846977310197845), ('ných', 0.00026813352621316006), ('jsou', 0.00026793819191904967), ('kollontai', 0.0002656333132157632), ('resp', 0.0002652365451895959), ('európskych', 0.00026489277092620186), ('európskeho', 0.0002645412104979227), ('procesu', 0.0002609712075825585), ('počas', 0.00026064031045141677), ('bezpečnost', 0.00025962820441717094), ('súvislosti', 0.0002579579164745258), ('ako', 0.0002579066313418407), ('území', 0.00025787005053636225), ('teda', 0.00025735541231008464), ('bol', 0.0002566231046740816), ('moci', 0.0002564070950926903), ('politického', 0.00025528058170274905), ('čsfr', 0.0002552490576969821), ('strane', 0.00025372861144283397), ('státu', 0.0002528241634362569), ('činnosti', 0.0002527433839874039), ('štátmi', 0.00025241481153219275), ('svoju', 0.0002519483946429271), ('než', 0.0002515819057645533), ('záujmy', 0.00025135489989413953), ('osn', 0.0002495483863925258), ('světa', 0.00024889853099557845), ('nové', 0.00024869864464330824), ('mali', 0.00024824625473830633), ('svojej', 0.0002481206873679845), ('nebo', 0.0002479719215892521), ('vy', 0.0002478286895506049), ('mať', 0.0002476418576463581), ('každý', 0.00024763858371317535), ('obrany', 0.0002474498260772288), ('světověj', 0.000247038869550319), ('obyvatelstva', 0.0002462578169950804), ('politika', 0.00024591404829579696), ('sil', 0.0002453911004328718), ('napr', 0.0002441344652907215), ('móže', 0.00024393516386018633), ('štátom', 0.00024377093748432097), ('slovensku', 0.0002436616720427874), ('ktorí', 0.00024365134735711305), ('kliuev', 0.00024363627759606108), ('jednotlivých', 0.00024346269123295145), ('spoluprácu', 0.00024340161915794914), ('organizácie', 0.00024285133591266466), ('napriek', 0.00024255728960755112)]",841
