,topic,terms,size
0,-1,"[('3d', 0.002728727780217953), ('d1', 0.0020675006549016784), ('d0', 0.002066953881163801), ('br', 0.0020464382210368787), ('quot', 0.001997256885688888), ('span', 0.0019416454384898112), ('class', 0.0019133059590753733), ('margin', 0.0017222216417829093), ('content', 0.0016659376175810038), ('mso', 0.0015114423534003487), ('listserv', 0.0014498188339772432), ('east', 0.0014350128893521458), ('european', 0.0014194770918649852), ('type', 0.0014128227429380312), ('literatures', 0.0014046134227479767), ('msonormal', 0.0013886433034742875), ('new', 0.001384227207269807), ('ua', 0.0013803179229917289), ('list', 0.0013452037853134604), ('html', 0.001341800653414553), ('subject', 0.0013191440530745569), ('mail', 0.0013045897740511345), ('message', 0.0012979878185085444), ('russia', 0.0012826547216249666), ('literature', 0.0012791859956077063), ('0px', 0.0012675850635446983), ('https', 0.0012625082871043256), ('wixsite', 0.0012599849841231474), ('department', 0.0012592183437223515), ('org', 0.001259047523719827), ('0pt', 0.001257582309826745), ('information', 0.0012556738508403733), ('10', 0.0012522731006487614), ('program', 0.0012496370279123693), ('20', 0.0012472362744891565), ('english', 0.0012472094147522783), ('know', 0.0012458711636763192), ('year', 0.0012418671026003067), ('american', 0.001240145801110215), ('wrote', 0.0012398529927869172), ('students', 0.001237249643538652), ('like', 0.0012359818039634326), ('research', 0.0012353730669465858), ('time', 0.001222108600709819), ('times', 0.0012206746133063483), ('lists', 0.0012108036283820058), ('professor', 0.0012077726843404155), ('word', 0.001206665329342407), ('reply', 0.001203080551241287), ('best', 0.001201738056283203), ('soviet', 0.00119788196283558), ('thanks', 0.00119366845377174), ('studies', 0.001192061093396101), ('just', 0.0011920073478937099), ('12', 0.0011913748962171411), ('fax', 0.0011834520805765253), ('0in', 0.001180089074796632), ('dear', 0.0011699886823017184), ('members', 0.0011622049681174293), ('ru', 0.001161777192688191), ('conference', 0.0011538318917572465), ('line', 0.001152314860543591), ('college', 0.001149801941030072), ('date', 0.0011457090330247405), ('languages', 0.0011412650054564361), ('sent', 0.0011376762482463569), ('work', 0.0011367719602058746), ('11', 0.0011324916222038642), ('normal', 0.001129286959527174), ('level', 0.001125959913358478), ('calibri', 0.001123414318809005), ('does', 0.0011203124119645179), ('course', 0.0011185925254515645), ('wix', 0.0011183455432298218), ('rgb', 0.0011106406830719067), ('teaching', 0.0011099315939876292), ('pm', 0.001108081146534396), ('people', 0.0011076072594167197), ('colleagues', 0.0011072397607137837), ('international', 0.0011056243772287434), ('mailto', 0.001103228723303987), ('culture', 0.0010993112980387549), ('study', 0.001095523308000932), ('1086', 0.0010888007000636254), ('translation', 0.0010837905260272325), ('school', 0.0010746739303053874), ('moscow', 0.0010736682859715046), ('history', 0.0010734827420225467), ('interested', 0.0010718359706606004), ('programs', 0.0010703217445322138), ('student', 0.0010670600473641496), ('15', 0.001065711522558708), ('state', 0.0010581276644967118), ('contact', 0.0010580416314014654), ('available', 0.0010577175665651916), ('dot', 0.0010537387249124586), ('book', 0.0010524469671142247), ('center', 0.0010506217647208162), ('help', 0.0010449181170477124), ('director', 0.001041252103836385), ('email', 0.0010401257479872685), ('ukrainian', 0.00103824777672057), ('think', 0.00103711063947725), ('charset', 0.0010324466398643794), ('don', 0.0010314592970855517), ('gmail', 0.0010306324936584879), ('80', 0.001021415473767991), ('roman', 0.0010183914663904562), ('original', 0.001017527496474248), ('right', 0.0010172217816597942), ('dir', 0.0010152353232641249), ('translations', 0.0010147398046906999), ('uk', 0.0010064071431501044), ('b5', 0.001006151322621876), ('graduate', 0.0010035052652801163), ('ltr', 0.0010021188324317572), ('good', 0.0010009621478463664), ('id', 0.000997754377069397), ('b0', 0.0009946032575215693), ('version', 0.0009930002076275523), ('years', 0.0009891775120412696), ('target', 0.0009886491554282554), ('read', 0.0009881631980087828), ('summer', 0.0009857341155151264), ('thank', 0.0009834693412560773), ('post', 0.0009829627178570021), ('slavic', 0.0009700499172635793), ('used', 0.0009538933908579177), ('b8', 0.0009535119831801308), ('encoding', 0.0009488967494600861), ('30', 0.0009474847418696652), ('seelangers', 0.0009474672377912654), ('st', 0.0009469286238320103), ('cultural', 0.0009454957190394996), ('_blank', 0.0009430767812946587), ('following', 0.0009429112697952106), ('address', 0.0009428478491349672), ('linguistics', 0.0009426283511909793), ('way', 0.0009424650178305888), ('number', 0.0009407111925202153), ('1077', 0.0009356960936965142), ('transfer', 0.0009305882692078102), ('film', 0.0009266514772792453), ('background', 0.0009189418892357672), ('www', 0.0009149897830337644), ('robert', 0.0009149725072969872), ('1072', 0.0009149516511431221), ('including', 0.0009100158661738085), ('academic', 0.0009093906263872529), ('question', 0.0009073842443583539), ('world', 0.000905153313968199), ('255', 0.0008996138674197601), ('00', 0.0008971064983462753), ('experience', 0.0008953661132511476), ('send', 0.0008951300538042504), ('tel', 0.0008929447004154326), ('face', 0.0008905495364046395), ('letter', 0.0008891944649066867), ('papers', 0.0008882557843381281), ('position', 0.0008827366239404075), ('bama', 0.0008818235575517436), ('washington', 0.0008815498947375492), ('ca', 0.0008794938121587551), ('dr', 0.0008786046543190358), ('office', 0.000873214443308198), ('false', 0.0008721802398576252), ('online', 0.0008717129991827794), ('need', 0.0008712830661059986), ('applications', 0.000870372550354564), ('82', 0.0008676613546340203), ('1080', 0.0008668941790563997), ('courses', 0.000866710088456205), ('black', 0.000865958664282994), ('ve', 0.0008627020590889432), ('application', 0.0008585915271863296), ('say', 0.0008582017532038684), ('second', 0.000854700002578057), ('page', 0.0008531031239855882), ('language', 0.0008515089425673769), ('institute', 0.0008500567814374553), ('foreign', 0.0008461336092215932), ('cuny', 0.0008447933164517676), ('behalf', 0.0008441979607065343), ('words', 0.0008354137595837), ('looking', 0.0008320500001918956), ('chair', 0.0008278649325043162), ('non', 0.0008269662865121178), ('space', 0.0008252621914223674), ('make', 0.0008221026892764314), ('phone', 0.0008186790526309238), ('europe', 0.0008156852186092791), ('century', 0.0008142191056908993), ('central', 0.0008129846951785514), ('aatseel', 0.0008112907433366617), ('panel', 0.0008108916889434342), ('questions', 0.0008081486725902238), ('include', 0.0008081184033239602), ('place', 0.0008078038651668801), ('1085', 0.000806648476172106), ('published', 0.0008043290893489925)]",25425
1,86,"[('1998', 0.004181287642144977), ('fax', 0.002669151870592051), ('internet', 0.002644408117543984), ('mail', 0.002511305310040288), ('aatseel', 0.0022092394810063975), ('information', 0.0021463947950305304), ('1996', 0.0020954998993002343), ('ukrainian', 0.0020828305271986354), ('ne', 0.0020095865817893895), ('address', 0.0019682125932133678), ('know', 0.001916941039115008), ('institute', 0.001916419456644981), ('00', 0.0018288942335477677), ('1997', 0.0017969839797682466), ('year', 0.0017540216272386698), ('dr', 0.001718892517736376), ('work', 0.001715086974253938), ('na', 0.0017095481919773196), ('following', 0.0017079027115850993), ('people', 0.0016580399123628904), ('tver', 0.0016521718894595468), ('course', 0.0016235664595851767), ('free', 0.0015871651712500955), ('does', 0.0015828686404798379), ('years', 0.0015644542209526074), ('czech', 0.0015597520363324127), ('program', 0.0015521042101815244), ('international', 0.00154854359689418), ('time', 0.0015430327720230338), ('phone', 0.0015398067123367069), ('usa', 0.0015382460185844786), ('translation', 0.0015236176025437006), ('thanks', 0.0015103973577563002), ('dept', 0.0015011069222608483), ('center', 0.001496488229199997), ('don', 0.001496276628368169), ('let', 0.0014936158170187333), ('like', 0.0014915476792440954), ('just', 0.0014777855222968153), ('dictionary', 0.0014647289461891852), ('page', 0.0014634886371810761), ('students', 0.0014592547491543446), ('job', 0.00145924072533526), ('date', 0.0014584482531651822), ('pitt', 0.0014565576400092698), ('message', 0.0014461140174102489), ('department', 0.0014313949198162168), ('tel', 0.0014236433844525265), ('contact', 0.001420041189144105), ('site', 0.001419023835361734), ('russia', 0.0014159081634481337), ('word', 0.0013897354061030275), ('moscow', 0.0013886040171822885), ('email', 0.0013809372428957914), ('think', 0.0013790567475852203), ('po', 0.0013687148039302685), ('iab', 0.0013684377761434936), ('business', 0.0013647617110212936), ('director', 0.0013596087362928455), ('linguistics', 0.0013572430733207175), ('help', 0.0013497043742198658), ('interested', 0.001348745637832508), ('foreign', 0.0013485661908822434), ('send', 0.0013455423773920192), ('state', 0.0013415132564927677), ('number', 0.0013373036987055667), ('english', 0.0013348457229897007), ('need', 0.001316799285088243), ('good', 0.0013134254389437477), ('school', 0.0013111059946158232), ('radio', 0.0013082224691882524), ('way', 0.0013044334315655305), ('civilsoc', 0.001292472089014077), ('isar', 0.0012922418060342742), ('room', 0.001287181905302948), ('available', 0.0012853389333187526), ('benjamin', 0.0012833146256028111), ('used', 0.0012722398582629413), ('library', 0.0012592148425506146), ('culture', 0.001258983790508695), ('computer', 0.0012482028071739762), ('lot', 0.0012452044758292469), ('12', 0.0012425350612175587), ('30', 0.0012397190836392325), ('1219', 0.0012235372660762472), ('ve', 0.0012222811325504918), ('hall', 0.0012188074770809341), ('papers', 0.0012171462001520524), ('washington', 0.001215892863245325), ('office', 0.0012088094861237289), ('10', 0.0012050654785120138), ('literature', 0.001204587236139053), ('cuny', 0.0012032575907593712), ('iliac', 0.0011950366099703208), ('prof', 0.0011905775598528676), ('rtd', 0.0011858959486667317), ('00pm', 0.0011824402048574321), ('programs', 0.00118220205541753), ('utk', 0.001179558460281351), ('__', 0.0011793063444605117), ('society', 0.0011763447939416387), ('solar', 0.001172913077285278), ('polish', 0.0011704253105474394), ('book', 0.0011642355811730997), ('high', 0.0011637201034267965), ('area', 0.0011588748097509556), ('read', 0.0011523420539898944), ('week', 0.0011492894052293893), ('college', 0.001148947503283757), ('question', 0.0011471895284993806), ('dostoevsky', 0.0011439384223595503), ('say', 0.0011395643782559635), ('public', 0.0011323130233681373), ('internship', 0.0011319745012436384), ('language', 0.00113174867353621), ('conference', 0.0011262608813103685), ('list', 0.0011203152743715396), ('cyrillic', 0.0011090126788041055), ('seelangers', 0.0011077224910930827), ('15', 0.0011054601764867622), ('general', 0.0011045995359257473), ('new', 0.0011040922012157475), ('slovene', 0.0011021466144033748), ('forwarded', 0.0011017047732995067), ('issues', 0.0010931466999465353), ('soviet', 0.0010923582660118379), ('david', 0.001092272676396792), ('materials', 0.0010821696109458354), ('george', 0.0010818441616425704), ('za', 0.001079125185102026), ('cc', 0.0010772059983607124), ('croatian', 0.0010736645799138105), ('american', 0.0010718601023439187), ('auburn', 0.0010669543144969508), ('st', 0.0010613884529185), ('study', 0.0010587964463938872), ('teaching', 0.001056866093231884), ('women', 0.0010554184058369541), ('non', 0.0010553086042478337), ('aids', 0.001051059439404926), ('jazyka', 0.0010496574344007045), ('ukraine', 0.0010441559032444941), ('subject', 0.0010422439329992833), ('experience', 0.0010375047814277854), ('central', 0.0010374664093772048), ('wrote', 0.0010364864984636695), ('education', 0.0010349604615421965), ('colleagues', 0.001032862456698889), ('ago', 0.0010309703200536533), ('german', 0.0010300554820136592), ('madison', 0.0010287737666008938), ('far', 0.0010276650333659073), ('schools', 0.001027379555195146), ('post', 0.001026568426080928), ('thank', 0.0010218030051391677), ('sher07', 0.0010198845896349056), ('dear', 0.0010196326125706597), ('gov', 0.001013594677954644), ('html', 0.0010135541923223905), ('harriman', 0.0010134423799903316), ('political', 0.0010112919855068618), ('personal', 0.0010097328287444305), ('teachers', 0.0010065584533212395), ('include', 0.0010059914130836542), ('french', 0.0010023562496238845), ('copy', 0.0010014254653673699), ('states', 0.0010013228413337037), ('west', 0.0010006117907526179), ('voice', 0.000997658004196207), ('bellsouth', 0.000997071295670783), ('1994', 0.0009967409289053351), ('17', 0.0009966265013337723), ('questions', 0.0009944599139938089), ('lotoshko', 0.000993024147989177), ('research', 0.000992892923715346), ('united', 0.0009850539873656216), ('able', 0.0009846202972154045), ('cultural', 0.0009841309039444893), ('house', 0.0009840879915239506), ('using', 0.0009819042137925022), ('issue', 0.0009809620874074978), ('academic', 0.000979654489752401), ('exchange', 0.0009743168424079068), ('1995', 0.000973097732493295), ('harvard', 0.0009729944599156359), ('group', 0.0009709225271154672), ('published', 0.0009692949013955092), ('rep', 0.0009690474562460434), ('news', 0.0009672790008359251), ('field', 0.0009653364418372674), ('make', 0.0009640515506532403), ('project', 0.00096394113414692), ('chto', 0.0009583022588988104), ('courses', 0.0009557788160924234), ('right', 0.0009553713737307624), ('student', 0.000955165088051644), ('russkogo', 0.0009544992594368055), ('street', 0.0009497688801886297), ('professor', 0.0009494200454344867), ('seminar', 0.0009494087574547383)]",903
2,114,"[('2010', 0.008842978829276564), ('bama', 0.0038779344800585975), ('stephanie', 0.002615593900324078), ('stress', 0.002238739128966133), ('cursive', 0.0021643476428238775), ('ua', 0.0021352793207279086), ('briggs', 0.0020905596193376667), ('just', 0.0019950727827404277), ('comcast', 0.0019872761098864017), ('10', 0.0019413883165386866), ('sdsures', 0.0019031521593881953), ('original', 0.0018805780963883642), ('wrote', 0.00187719279135175), ('бы', 0.001839627407304292), ('translations', 0.0018318769882224091), ('word', 0.0018226390279600007), ('say', 0.0018041989978643865), ('like', 0.0017989078687772034), ('think', 0.001794327032793321), ('не', 0.0017934858838959467), ('smith', 0.0017765688561294114), ('english', 0.001750953995800058), ('melissa', 0.0017505601173843195), ('read', 0.0017292295382254899), ('subject', 0.0017221377148363263), ('september', 0.0017042583567150387), ('corny', 0.0016951787768758825), ('does', 0.0016911776447072848), ('look', 0.0016783959248280066), ('don', 0.0016322384833077957), ('know', 0.0016175536891896187), ('deity', 0.0016033638423057935), ('sent', 0.0015863095458239923), ('translation', 0.0015835683999152583), ('used', 0.0015588266177347465), ('thanks', 0.0015583737714112771), ('uk', 0.001557600930461726), ('good', 0.0015249388254673336), ('syllable', 0.0015175987701720873), ('come', 0.0015026080096108446), ('handmade', 0.0014836301682510738), ('doesn', 0.0014712815749443927), ('mary', 0.0014712207917264297), ('afghans', 0.0014672187768055773), ('knitted', 0.0014672187768055773), ('american', 0.001461433546471066), ('etsy', 0.001460482998841042), ('scarves', 0.0014568353640089032), ('warmochfuzzy', 0.0014555665951626476), ('youngstown', 0.0014482069074125447), ('meaning', 0.0014345160116906953), ('dunn', 0.0014166931118354024), ('way', 0.0014057925676144647), ('sures', 0.0014041488170144251), ('behalf', 0.0014026777949361449), ('pm', 0.0014002778198448009), ('2011', 0.0013920771462589447), ('ru', 0.0013888311494933462), ('tolstoy', 0.0013845101527627055), ('blogspot', 0.0013676679825006118), ('robin', 0.0013605751200015733), ('right', 0.0013460245196890606), ('things', 0.0013452441649096816), ('speakers', 0.0013391320434918202), ('mark', 0.0013381368946677517), ('best', 0.0013256755836667349), ('literatures', 0.001318590641114745), ('question', 0.0013182899318525403), ('really', 0.0013001810457377466), ('words', 0.0012980868450620535), ('reading', 0.0012907785155901767), ('second', 0.0012784757667327529), ('time', 0.0012722437348307268), ('students', 0.0012688595964694363), ('sale', 0.0012682306540037298), ('native', 0.00126550441778634), ('different', 0.0012528379607704375), ('context', 0.0012516119606662379), ('sense', 0.0012513817272665514), ('imdb', 0.0012399992023293905), ('department', 0.0012383978360991153), ('place', 0.0012266082205617005), ('professor', 0.0012255140028598378), ('using', 0.001224101265159471), ('john', 0.0012230883395708755), ('write', 0.0012214287488821567), ('robert', 0.0012159588049577821), ('work', 0.0012158020811533041), ('names', 0.001215390022439532), ('course', 0.0012143799607914735), ('book', 0.0012112036781504786), ('washington', 0.001211159140483136), ('little', 0.0011960180646540294), ('got', 0.0011834865621529937), ('history', 0.001176413394950983), ('ve', 0.0011750955720375121), ('pbg', 0.0011704326242536636), ('richard', 0.0011682964277573713), ('east', 0.0011617734514070405), ('org', 0.0011613239726034924), ('202', 0.001154338549248537), ('olga', 0.001154259005013399), ('dear', 0.001150009925532735), ('sure', 0.0011410038246850733), ('message', 0.0011405713616968235), ('coredemptrix', 0.0011364890791142588), ('mean', 0.0011322646223892259), ('books', 0.0011308677912904464), ('simon', 0.00112916451162278), ('school', 0.0011180017042464088), ('year', 0.0011146967369157859), ('orthodox', 0.0011099428610539148), ('paul', 0.0011065820779639695), ('keyboard', 0.0011065703498564308), ('did', 0.0011057493097251573), ('со', 0.0011024196457770782), ('ll', 0.0011003121155732899), ('по', 0.0010968237847321545), ('sep', 0.0010915030913929342), ('college', 0.001087040734017063), ('russia', 0.0010743641016649334), ('nbsp', 0.0010739900830207339), ('help', 0.0010651625312996663), ('13', 0.0010629878689523524), ('verb', 0.001060074632157017), ('going', 0.00104675675693768), ('что', 0.0010435855534481056), ('computer', 0.0010434331966786825), ('version', 0.0010423217803218394), ('sentence', 0.001041821332234836), ('european', 0.0010355890495496963), ('translator', 0.0010307006819923773), ('platonov', 0.0010274456558637245), ('long', 0.0010203974340229553), ('date', 0.0010159896254066008), ('17', 0.0010132642396408528), ('people', 0.001011431593789371), ('war', 0.0010108730388669678), ('centurion', 0.0010089529143853077), ('friend', 0.0010078499771310465), ('says', 0.0010076414384555927), ('century', 0.0010052473878523905), ('believe', 0.0010042001781296577), ('11', 0.0009999638543467056), ('means', 0.0009952271187358705), ('asian', 0.000993538064685534), ('interesting', 0.0009914464216726655), ('said', 0.0009914036516976287), ('languages', 0.0009815052516968614), ('885', 0.0009797816256974972), ('sras', 0.0009796809686180505), ('08', 0.0009782893435142765), ('online', 0.0009730591114284439), ('list', 0.0009725460359512523), ('tel', 0.0009710369916231483), ('make', 0.0009687616774248287), ('во', 0.0009646141906780674), ('moscow', 0.0009626019188361469), ('dc', 0.0009609902335270075), ('alina', 0.000959948884283139), ('god', 0.0009598926282198554), ('gallagher', 0.0009586899952576653), ('program', 0.000956458430885168), ('simply', 0.0009505787096774915), ('new', 0.0009480269408006801), ('matter', 0.0009461620586071791), ('сыт', 0.0009452394972905926), ('directions', 0.000944088325298081), ('term', 0.0009440031141487721), ('judson', 0.0009438591779733524), ('the_spoon_theory', 0.0009437992824137242), ('butyoudontlooksick', 0.0009437992824137242), ('09', 0.0009432237237066429), ('advance', 0.0009418018193877879), ('north', 0.0009409045679576129), ('compass', 0.0009389513943627414), ('point', 0.0009370362427577231), ('latin', 0.0009338661724775697), ('example', 0.0009309946197103241), ('state', 0.0009309933976784909), ('gmail', 0.0009302588509220943), ('august', 0.0009297997139671623), ('spoon', 0.0009282895615102642), ('available', 0.0009243415995617662), ('foreign', 0.0009242720440497472), ('studies', 0.0009238811270658877), ('need', 0.0009230111964592105), ('suggestions', 0.000922057577058226), ('signup', 0.0009203527855654779), ('address', 0.0009201676091169413), ('years', 0.0009192701319872256), ('learn', 0.0009181719526672726), ('having', 0.0009123758119159675), ('po', 0.0009115680049146417), ('quite', 0.0009107825332857208), ('actually', 0.0009090085417736348), ('на', 0.0009077938652024589), ('thank', 0.0009067131531995306), ('soviet', 0.0009064408182787811), ('poetry', 0.0009062666892401185)]",754
3,138,"[('2010', 0.006606786526979978), ('2014', 0.003234405692103034), ('vysotsky', 0.0029290958554989244), ('bama', 0.0023427923970939343), ('1072', 0.0022678017430513035), ('1080', 0.0020187357714445417), ('1077', 0.0020009548453720606), ('1085', 0.0019837482294776283), ('ua', 0.0019360408159888158), ('wix', 0.0019235703560550675), ('1090', 0.0018670253008783724), ('1086', 0.0018376209865485374), ('like', 0.0017414687634865443), ('american', 0.0017275464122254176), ('1088', 0.0017138549119373003), ('wrote', 0.0016976760849331566), ('stress', 0.0016855671321333854), ('just', 0.0016190243169621134), ('translations', 0.0015873770796213293), ('org', 0.0015829884719875753), ('does', 0.0015519328476205254), ('translation', 0.0015371260625178433), ('subject', 0.001533630736836949), ('uk', 0.0015325590679724028), ('original', 0.0015322663133047326), ('comcast', 0.0015259788379588452), ('english', 0.001509614767593502), ('1089', 0.0015054568650160016), ('smith', 0.0014597883013226377), ('culture', 0.0014520040934120054), ('pm', 0.0014473079710875427), ('poetry', 0.0014231989656935636), ('think', 0.0014230663851704324), ('не', 0.0014109150841775117), ('read', 0.001407550790035074), ('soviet', 0.0014070729656903227), ('words', 0.001396220399503699), ('summer', 0.0013886683444711055), ('college', 0.0013810877045402588), ('stephanie', 0.0013771727932853734), ('mailto', 0.001373332104806805), ('10', 0.0013708197488236447), ('cultural', 0.001370378021235651), ('people', 0.0013687621593157107), ('1074', 0.001363725616628832), ('dylan', 0.001363609863976176), ('edinburgh', 0.0013567791603086624), ('good', 0.0013401828271206414), ('know', 0.001338199719580786), ('1091', 0.0013289948114537182), ('russia', 0.001324131159618568), ('best', 0.001322240614439327), ('corny', 0.0013192075411246156), ('literatures', 0.0013188942462206944), ('come', 0.0013157729023227747), ('really', 0.0013041181194860586), ('ve', 0.0012928254753105993), ('professor', 0.0012856689816658096), ('1076', 0.0012725404291608344), ('dear', 0.0012722341176054778), ('alexandra', 0.0012631883052343382), ('political', 0.001258786654755053), ('right', 0.001253664668195656), ('moscow', 0.001253178109064027), ('programs', 0.0012503043374772725), ('sent', 0.0012486313127901673), ('school', 0.0012370217645675356), ('different', 0.0012277435906014147), ('question', 0.0012153325745005068), ('behalf', 0.001214611716895966), ('word', 0.001213817745140272), ('что', 0.0012115111473028092), ('look', 0.0012111354458629981), ('ru', 0.0012107935164750588), ('1087', 0.001209795837386794), ('time', 0.0012091605390089275), ('way', 0.0012067990730505785), ('asu', 0.0012056786857655194), ('tel', 0.0011969755746429238), ('ac', 0.001181735608237311), ('god', 0.0011807915646390782), ('farion', 0.0011783423981637266), ('online', 0.001176744374634952), ('course', 0.001176679480592962), ('thank', 0.001175780027394052), ('students', 0.0011707002223164881), ('maureen', 0.0011701860109116574), ('17', 0.0011695889899323941), ('study', 0.0011652782240124738), ('names', 0.001157644315858985), ('say', 0.0011547368876644339), ('thanks', 0.0011418336581511983), ('doesn', 0.0011412364258898055), ('information', 0.0011348311107340998), ('ukrainian', 0.0011340332979717014), ('associate', 0.0011333030986601666), ('syllable', 0.0011275512635431331), ('tolstoy', 0.0011235457792796687), ('issue', 0.0011209111530164396), ('list', 0.0011200081843291464), ('colleagues', 0.0011169092945881019), ('history', 0.0011161932186641084), ('program', 0.0011134210853649999), ('second', 0.001112780554165669), ('library', 0.001091549624384027), ('did', 0.0010873506131402382), ('languages', 0.0010857610217747413), ('language', 0.0010847282971662073), ('don', 0.0010770928019997372), ('conference', 0.0010676070622730122), ('east', 0.0010579203890365397), ('sense', 0.001057470100191648), ('sarah', 0.0010565097850262712), ('11', 0.0010519885693383512), ('march', 0.0010519427709130187), ('vladimir', 0.0010434457629662245), ('said', 0.0010411512856073398), ('european', 0.001040149775891995), ('pbg', 0.0010370128464073293), ('signup', 0.0010257107807409354), ('speaking', 0.001022805842332013), ('briggs', 0.0010209576952961191), ('july', 0.0010190119701251772), ('cultures', 0.0010188836903949835), ('202', 0.0010126270938163862), ('на', 0.0010117141696447886), ('work', 0.0010101511249671173), ('studies', 0.0010098422039450019), ('1082', 0.0010079942530810853), ('used', 0.0010057904004526716), ('paul', 0.001003662742598743), ('years', 0.0009996375831311348), ('ruder', 0.0009991888330351938), ('cv', 0.0009986123072383028), ('nbsp', 0.0009983410789088454), ('new', 0.0009973495549983496), ('problem', 0.0009971628572804708), ('dunn', 0.0009946880967589547), ('native', 0.0009922541862819722), ('post', 0.0009837221330353696), ('reader', 0.0009818248790771028), ('case', 0.0009809374590215316), ('heard', 0.0009742438900966302), ('cynthia', 0.0009727658878713246), ('prose', 0.0009727658878713246), ('washington', 0.0009698195923876483), ('available', 0.0009692833495032895), ('international', 0.0009671922644164096), ('department', 0.0009667229763453825), ('marley', 0.0009663707415854536), ('katyn', 0.0009641232982674123), ('got', 0.0009638604786756023), ('historical', 0.000960813969453939), ('including', 0.0009592984700963316), ('polish', 0.0009592416101638521), ('year', 0.0009589702619055418), ('date', 0.0009562665460260454), ('sras', 0.0009553517722644196), ('www', 0.000955349283391236), ('address', 0.0009553383151523194), ('little', 0.0009552686681857641), ('fact', 0.0009530046488513867), ('george', 0.0009528408118804663), ('old', 0.0009515983363012892), ('la', 0.000951206046791141), ('feel', 0.0009499632680827064), ('experience', 0.0009484164134283745), ('thought', 0.0009478057823846102), ('scotland', 0.0009473527521082039), ('riley', 0.0009441652286452349), ('melissa', 0.0009406398120262027), ('misha', 0.0009391075951182696), ('44', 0.0009390991570738162), ('place', 0.0009337269039175767), ('sdsures', 0.0009332473763016963), ('june', 0.0009292176506360872), ('academic', 0.0009289874470192417), ('discussion', 0.0009248999466839926), ('director', 0.0009240157502804379), ('interesting', 0.0009231168598191054), ('acstudyabroad', 0.0009228550957771322), ('example', 0.0009215267381378528), ('deadline', 0.0009188343171806271), ('state', 0.0009178499281349358), ('final', 0.0009175042803011561), ('love', 0.0009174972465785847), ('student', 0.0009164097841481999), ('foreign', 0.0009130243013314428), ('literary', 0.00091259119606469), ('war', 0.0009085430645481269), ('great', 0.0009083245550305632), ('00', 0.0009071922097841872), ('literature', 0.0009066800155370657), ('website', 0.000906551589888421), ('number', 0.000905399218394925), ('1075', 0.0009053446090635748), ('songs', 0.0009039938647140633), ('robert', 0.0009017394723320337), ('means', 0.0009011895773000335), ('22', 0.0008992005315437214)]",457
